,Movie Name,Movie Rating,Genres,Release,Runtime,Director,Movie Link
3303,Trinity Seven: Eternity Library & Alchemic Girl,74.0,"Music, Animation, Family, Fantasy
",        01/23/2015       ,1h 39m,Gary Rydstrom,https://www.themoviedb.org/movie/428292
3304,Diary of a Wimpy Kid,62.0,,        05/12/2022       ,Not Define,Roly Santos,https://www.themoviedb.org/movie/33217
3305,Gothika,61.0,"Comedy, Drama, Romance
",        08/09/2019       ,1h 49m,Simon Curtis,https://www.themoviedb.org/movie/4970
3306,Momentum,57.0,"Comedy, Adventure
",        02/04/1994       ,1h 26m,Tom Shadyac,https://www.themoviedb.org/movie/346808
3307,Say Cheese,50,"Drama, Mystery, Thriller, Crime
",        11/05/1999       ,1h 58m,Phillip Noyce,https://www.themoviedb.org/movie/893730
3308,After We Leave,55.0,"Mystery, Drama, History, Family, Thriller
",        06/05/2015       ,1h 34m,T.C. Christensen,https://www.themoviedb.org/movie/599399
3309,Halloween: Resurrection,46.0,"Horror
",        08/21/2015       ,1h 37m,Ciarán Foy,https://www.themoviedb.org/movie/11442
3310,A Simple Favor,66.0,"Comedy, Romance, Thriller
",        03/19/2021       ,1h 36m,BenDavid Grabinski,https://www.themoviedb.org/movie/484247
3311,The Craft,67.0,"Animation, Drama, History
",        02/08/2014       ,2h,Toshiaki Komura,https://www.themoviedb.org/movie/9100
3312,DodgeBall: A True Underdog Story,63.0,"Comedy
",        07/29/2016       ,1h 40m,Scott Moore,https://www.themoviedb.org/movie/9472
3313,Blair Witch,52.0,"Drama, Western
",        12/21/1968       ,2h 46m,Sergio Leone,https://www.themoviedb.org/movie/351211
3314,Trolls Holiday,67.0,"Drama, Romance
",        02/12/2010       ,2h 45m,Karan Johar,https://www.themoviedb.org/movie/484510
3315,Darkest Hour,74.0,"Comedy
",        07/27/1990       ,1h 21m,Dennis Dugan,https://www.themoviedb.org/movie/399404
3316,Alien Xmas,66.0,"Science Fiction, Animation, Drama
",        04/20/2013       ,1h 30m,Kanji Wakabayashi,https://www.themoviedb.org/movie/656561
3317,Resident Evil: Keeper's Diary,87.0,"Romance, Comedy, Horror
",        09/05/2014       ,1h 30m,Jeff Baena,https://www.themoviedb.org/movie/471666
3318,Pitch Perfect 3,66.0,"Crime, Drama, Thriller
",        11/08/2007       ,2h 2m,Ethan Coen,https://www.themoviedb.org/movie/353616
3319,Les Folies fermières,0,"Adventure, Action, Thriller, Science Fiction
",        12/24/1981       ,1h 36m,George Miller,https://www.themoviedb.org/movie/892508
3320,Basic Instinct 2,50,"Comedy, Drama, Romance
",        07/08/2016       ,1h 39m,Zhou Tuo Ru,https://www.themoviedb.org/movie/3093
3321,Species III,53.0,"Action, Fantasy
",        07/10/2020       ,2h 5m,Gina Prince-Bythewood,https://www.themoviedb.org/movie/9711
3322,Peter Rabbit,67.0,"Adventure, Action, Thriller
",        06/10/1983       ,2h 11m,John Glen,https://www.themoviedb.org/movie/381719
3323,We Are Your Friends,67.0,"Drama, Romance
",        01/29/2021       ,1h 46m,Sam Levinson,https://www.themoviedb.org/movie/301351
3324,The Time Machine,62.0,"Crime, Drama, Mystery, Thriller
",        09/19/1997       ,2h 18m,Curtis Hanson,https://www.themoviedb.org/movie/2135
3325,Greyhound,74.0,"Drama
",        08/17/2017       ,1h 31m,Eduardo Ortiz,https://www.themoviedb.org/movie/516486
3326,mother!,70,"Science Fiction, Action
",        02/12/2014       ,1h 58m,José Padilha,https://www.themoviedb.org/movie/381283
3327,The Boss: Anatomy of a Crime,79.0,"War, History, Action, Adventure, Drama, Romance
",        12/31/2004       ,2h 55m,Oliver Stone,https://www.themoviedb.org/movie/314572
3328,Tammy,53.0,"Comedy
",        08/29/2008       ,1h 34m,Deb Hagan,https://www.themoviedb.org/movie/226486
3329,The Fugitive,74.0,"Thriller, Drama, Mystery, Crime
",        10/12/2018       ,2h 21m,Drew Goddard,https://www.themoviedb.org/movie/5503
3330,Red Lights,61.0,"Comedy
",        06/06/2007       ,1h 45m,Rob Schneider,https://www.themoviedb.org/movie/75638
3331,The World to Come,71.0,"Thriller, Crime, Drama
",        10/24/2014       ,1h 27m,Antonia Bogdanovich,https://www.themoviedb.org/movie/506281
3332,Silence,71.0,"Crime, Action, Drama, Thriller
",        12/12/2019       ,1h 39m,Zackary Adler,https://www.themoviedb.org/movie/68730
3333,In the Realm of the Senses,65.0,"Drama, Romance
",        09/07/2007       ,2h 3m,Joe Wright,https://www.themoviedb.org/movie/5879
3334,Stranded,48.0,"Action, Horror
",        12/29/2017       ,1h 30m,Hèctor Hernández Vicens,https://www.themoviedb.org/movie/841793
3335,I Know What You Did Last Summer,59.0,"Romance, Science Fiction, Drama
",        02/14/2014       ,2h 6m,Spike Jonze,https://www.themoviedb.org/movie/3597
3336,Nico,0,"Drama
",        05/31/2013       ,1h 30m,David A.R. White,https://www.themoviedb.org/movie/777947
3337,Game Night,68.0,"Thriller, History, Drama
",        02/09/2018       ,1h 34m,Clint Eastwood,https://www.themoviedb.org/movie/445571
3338,The Last Princess,67.0,"Horror, Drama, Thriller
",        06/24/2016       ,1h 26m,Jaume Collet-Serra,https://www.themoviedb.org/movie/408360
3339,The Hateful Eight,77.0,"Drama, Romance
",        01/23/2009       ,2h,Danny Boyle,https://www.themoviedb.org/movie/273248
3340,Sherlock Gnomes,56.0,"Action, Animation, Family, Science Fiction, TV Movie
",        09/15/2006       ,1h 15m,Michael Chang,https://www.themoviedb.org/movie/370567
3341,Gravity,72.0,"Thriller, Drama
",        10/22/2004       ,1h 41m,Brad Anderson,https://www.themoviedb.org/movie/49047
3342,Three Steps Over Heaven,57.0,"Horror, Thriller
",        09/29/2017       ,1h 44m,Mike Flanagan,https://www.themoviedb.org/movie/56903
3343,Fantastic Mr. Fox,78.0,"Comedy, Science Fiction
",        03/01/2016       ,1h 26m,Michael Polish,https://www.themoviedb.org/movie/10315
3344,"I, Tonya",75.0,"Crime, Comedy
",        04/07/2017       ,1h 36m,Zach Braff,https://www.themoviedb.org/movie/389015
3345,Sadako,60,"Thriller, Horror
",        07/24/2015       ,1h 31m,Mark Neveldine,https://www.themoviedb.org/movie/583132
3346,Pokémon: Arceus and the Jewel of Life,72.0,"Adventure, Animation, Fantasy
",        10/13/1980       ,2h 12m,Ralph Bakshi,https://www.themoviedb.org/movie/39057
3347,Macross Delta the Movie: Passionate Walküre,50,"Horror, Thriller
",        04/20/2007       ,1h 25m,Nimród Antal,https://www.themoviedb.org/movie/496349
3348,The Wishmas Tree,67.0,"Romance, Comedy
",        05/13/2005       ,1h 41m,Robert Luketic,https://www.themoviedb.org/movie/657561
3349,Diary of a Wimpy Kid: Rodrick Rules,66.0,"Thriller
",        01/23/2007       ,2h,Marco Kreuzpaintner,https://www.themoviedb.org/movie/60307
3350,Doraemon: Nobita's New Great Adventure Into the Underworld - The Seven Magic Users,70,"Horror
",        04/20/1979       ,2h 7m,George A. Romero,https://www.themoviedb.org/movie/52795
3351,Ocean's Twelve,66.0,"Animation, Fantasy
",        03/03/2013       ,1h 1m,Steve Ball,https://www.themoviedb.org/movie/163
3352,The Circle,55.0,"Drama, Romance
",        10/30/1973       ,1h 39m,Fernando Di Leo,https://www.themoviedb.org/movie/339988
3353,The Longest Ride,76.0,"Documentary
",        05/11/2022       ,Not Define,Charlotte Silvera,https://www.themoviedb.org/movie/228205
3354,The House with a Clock in Its Walls,62.0,"Action
",        11/06/2015       ,1h 30m,Roel Reiné,https://www.themoviedb.org/movie/463821
3355,The Wrong Missy,62.0,"Adventure, Animation, Action
",        02/01/2015       ,1h 11m,Leo Riley,https://www.themoviedb.org/movie/582596
3356,The Man with the Iron Heart,66.0,"Drama, Action, Thriller
",        10/25/2019       ,1h 49m,Deon Taylor,https://www.themoviedb.org/movie/339259
3357,12 Years a Slave,79.0,"Adventure, Comedy, Family
",        12/17/2004       ,1h 48m,Brad Silberling,https://www.themoviedb.org/movie/76203
3358,Rendel,54.0,"Action, Animation, Family, Adventure, Science Fiction
",        02/21/2006       ,1h 12m,Bob Richardson,https://www.themoviedb.org/movie/397852
3359,The Woman in Black,61.0,"Fantasy, Animation, Drama, Science Fiction
",        07/15/2006       ,1h 38m,Mamoru Hosoda,https://www.themoviedb.org/movie/65086
3360,Big Momma's House,58.0,"Fantasy, Drama, Romance
",        10/02/1998       ,1h 53m,Vincent Ward,https://www.themoviedb.org/movie/9600
3361,Immortals,59.0,"Action, Drama, History, Thriller
",        02/05/2016       ,1h 57m,Craig Gillespie,https://www.themoviedb.org/movie/37958
3362,One Piece: Giant Mecha Soldier of Karakuri Castle,70,"Comedy, Horror
",        09/27/2013       ,1h 50m,Álex de la Iglesia,https://www.themoviedb.org/movie/44730
3363,Escape From Alcatraz,75.0,"Comedy, Romance
",        06/28/2002       ,1h 36m,Steven Brill,https://www.themoviedb.org/movie/10734
3364,14 Peaks: Nothing Is Impossible,75.0,"Horror
",        08/28/2009       ,1h 45m,Rob Zombie,https://www.themoviedb.org/movie/890825
3365,The Wolfman,58.0,"Horror
",        10/19/2012       ,1h 37m,Henry Joost,https://www.themoviedb.org/movie/7978
3366,U.S. Marshals,65.0,"Drama
",        03/12/2021       ,1h 36m,Can Ulkay,https://www.themoviedb.org/movie/11808
3367,Beverly Hills Chihuahua 2,58.0,"Comedy, Animation
",        07/08/2016       ,4m,Bruno Chauffard,https://www.themoviedb.org/movie/54540
3368,Sleepless,59.0,"Thriller, Drama, Mystery
",        09/23/2005       ,1h 38m,Robert Schwentke,https://www.themoviedb.org/movie/324542
3369,Alien Outpost,53.0,"Romance, Animation, Family, Comedy, Adventure
",        04/07/1995       ,1h 18m,Kevin Lima,https://www.themoviedb.org/movie/312526
3370,Kidnap,62.0,"Comedy, Drama, Fantasy
",        06/23/2006       ,1h 47m,Frank Coraci,https://www.themoviedb.org/movie/293768
3371,The Sand,53.0,"Romance, Comedy, Drama
",        07/15/2021       ,1h 52m,Hadrah Daeng Ratu,https://www.themoviedb.org/movie/347847
3372,Memento,82.0,"Drama
",        08/21/2014       ,1h 46m,R.J. Cutler,https://www.themoviedb.org/movie/77
3373,Police Academy 2: Their First Assignment,60,"Music
",        08/25/2021       ,1h 54m,Hirofumi Kurita,https://www.themoviedb.org/movie/10157
3374,CHiPS,61.0,"Science Fiction
",        01/06/2022       ,1h 38m,Serik Beyseu,https://www.themoviedb.org/movie/417644
3375,Ringu 2,57.0,"Action, Crime, Drama, Thriller
",        04/03/1998       ,1h 51m,Harold Becker,https://www.themoviedb.org/movie/9669
3376,The Hurt Locker,73.0,"Thriller, Action
",        12/04/2015       ,1h 44m,Bharat Nalluri,https://www.themoviedb.org/movie/12162
3377,The World's End,68.0,"Science Fiction, Horror
",        10/01/1993       ,1h 37m,Brian Yuzna,https://www.themoviedb.org/movie/107985
3378,Amélie,79.0,"Science Fiction, Thriller, Mystery
",        08/17/2007       ,1h 39m,Oliver Hirschbiegel,https://www.themoviedb.org/movie/194
3379,Kickboxer: Retaliation,54.0,"Thriller, Horror, Drama
",        11/20/2020       ,1h 30m,Aneesh Chaganty,https://www.themoviedb.org/movie/447665
3380,Heinrich Vogeler - Aus dem Leben eines Träumers,0,"Horror, Action, Thriller, Crime
",        01/19/1996       ,1h 48m,Robert Rodriguez,https://www.themoviedb.org/movie/965160
3381,Homeward Bound: The Incredible Journey,69.0,"Horror, Thriller
",        04/20/2018       ,1h 36m,Deon Taylor,https://www.themoviedb.org/movie/6878
3382,1408,67.0,"Action, Drama, Science Fiction, Thriller
",        03/10/1995       ,2h 7m,Wolfgang Petersen,https://www.themoviedb.org/movie/3021
3383,Once Upon a Time,73.0,"Action, Crime, Science Fiction
",        08/14/2020       ,1h 53m,Henry Joost,https://www.themoviedb.org/movie/463197
3384,Game of Thrones: The Last Watch,71.0,"Action, Crime
",        07/11/2019       ,1h 30m,Ha Won-jun,https://www.themoviedb.org/movie/591278
3385,Jarhead,66.0,"Comedy, Drama, Family, Fantasy, TV Movie
",        03/24/2020       ,1h 26m,Stuart Gillard,https://www.themoviedb.org/movie/25
3386,Strange Magic,71.0,"Comedy, Family
",        12/19/1997       ,1h 38m,Gore Verbinski,https://www.themoviedb.org/movie/302429
3387,Águas Selvagens,0,"Action, Drama, Mystery, Thriller
",        08/03/2007       ,1h 55m,Paul Greengrass,https://www.themoviedb.org/movie/955385
3388,The Art of Racing in the Rain,83.0,"Thriller, Drama, Adventure, Action, History
",        12/04/2015       ,2h 2m,Ron Howard,https://www.themoviedb.org/movie/522924
3389,Ace Ventura: Pet Detective,65.0,"Science Fiction, Thriller
",        09/28/2019       ,1h 55m,Jim Mickle,https://www.themoviedb.org/movie/3049
3390,The Bone Collector,68.0,"Animation, Adventure, Fantasy
",        03/09/1991       ,1h 39m,Tsutomu Shibayama,https://www.themoviedb.org/movie/9481
3391,The Cokeville Miracle,69.0,"Comedy, Romance
",        08/26/1981       ,1h 27m,Alan Myerson,https://www.themoviedb.org/movie/339060
3392,Sinister 2,58.0,"Music, Comedy, Drama
",        08/01/2011       ,1h 50m,Bille Woodruff,https://www.themoviedb.org/movie/283445
3393,Happily,56.0,"Horror
",        11/11/2021       ,1h 17m,Alexandr Babaev,https://www.themoviedb.org/movie/673319
3394,Buddha 2: The Endless Journey,72.0,"Animation, Adventure, Family
",        12/20/2002       ,1h 25m,Jeff McGrath,https://www.themoviedb.org/movie/239526
3395,Bad Moms,65.0,"Comedy, Drama, Crime, Thriller
",        05/03/2017       ,2h 10m,Nattawut Poonpiriya,https://www.themoviedb.org/movie/376659
3396,Once Upon a Time in the West,83.0,"Adventure, Action, Thriller
",        05/24/1985       ,2h 11m,John Glen,https://www.themoviedb.org/movie/335
3397,My Name Is Khan,81.0,"Crime, Drama, Thriller
",        01/04/2006       ,2h 2m,Andrew Niccol,https://www.themoviedb.org/movie/26022
3398,Problem Child,60,"Animation, Family, Adventure, Comedy
",        09/29/2006       ,1h 26m,Roger Allers,https://www.themoviedb.org/movie/11077
3399,Illegal,0,"Mystery, Thriller, Horror
",        02/02/2007       ,1h 30m,Oxide Pang Chun,https://www.themoviedb.org/movie/965647
3400,Steins;Gate: The Movie - Load Region of Déjà Vu,76.0,"Comedy, Family
",        05/12/2022       ,1h 20m,Aleksandr Galibin,https://www.themoviedb.org/movie/225745
3401,Life After Beth,55.0,"Comedy, Family
",        12/03/2021       ,1h 34m,Valerie Weiss,https://www.themoviedb.org/movie/244566
3402,No Country for Old Men,79.0,"Fantasy, Animation
",        02/12/2012       ,45m,Dustin Mckenzie,https://www.themoviedb.org/movie/6977
3403,American Pie: Revealed,59.0,"Drama, Crime, Thriller
",        09/10/2021       ,1h 51m,Paul Schrader,https://www.themoviedb.org/movie/63404
3404,Mad Max 2,74.0,"Drama
",        05/11/2022       ,Not Define,Rafael Farina Issas,https://www.themoviedb.org/movie/8810
3405,So Young 2: Never Gone,67.0,"Action, Horror, Science Fiction
",        10/21/2005       ,1h 45m,Andrzej Bartkowiak,https://www.themoviedb.org/movie/405755
3406,The Old Guard,72.0,"Adventure, Fantasy
",        09/29/2017       ,1h 40m,Mikkel Brænne Sandemose,https://www.themoviedb.org/movie/547016
3407,Octopussy,63.0,"Crime, Drama
",        10/19/2018       ,2h 13m,"George Tillman, Jr.",https://www.themoviedb.org/movie/700
3408,Malcolm & Marie,71.0,"Thriller, TV Movie
",        02/01/2019       ,2h,Brian Skiba,https://www.themoviedb.org/movie/722913
3409,L.A. Confidential,78.0,"Thriller, Crime, Drama
",        01/18/2013       ,1h 49m,Allen Hughes,https://www.themoviedb.org/movie/2118
3410,Vico C: The Life Of A Philosopher,76.0,"Action, Thriller, Drama
",        02/08/2002       ,1h 48m,Andrew Davis,https://www.themoviedb.org/movie/407650
3411,Shoot to Live,0,,        12/25/2010       ,1h 30m,Harold Trompetero,https://www.themoviedb.org/movie/594158
3412,RoboCop,58.0,"Fantasy, Horror, Comedy
",        06/11/1993       ,1h 21m,Sam Raimi,https://www.themoviedb.org/movie/97020
3413,Alexander,59.0,"Action, Drama, Crime
",        10/28/2011       ,1h 38m,Michael Brandt,https://www.themoviedb.org/movie/1966
3414,College,46.0,"Drama, Thriller, Mystery
",        04/23/2011       ,1h 33m,Lance Daly,https://www.themoviedb.org/movie/13991
3415,Bad Times at the El Royale,68.0,"Comedy, Documentary
",        12/18/2007       ,1h 4m,Jeff Tremaine,https://www.themoviedb.org/movie/446021
3416,Big Stan,64.0,"Romance
",        05/04/2017       ,1h 21m,Kim Jin-sung,https://www.themoviedb.org/movie/13161
3417,Phantom Halo,61.0,"Action, Crime, Drama, Thriller
",        04/09/1932       ,1h 33m,Howard Hawks,https://www.themoviedb.org/movie/299221
3418,The Courier,61.0,"Animation, Action, Fantasy
",        03/17/2012       ,1h 34m,Kazuhiro Takamura,https://www.themoviedb.org/movie/611914
3419,Ženy a život,0,"Action, Thriller, Crime, Romance
",        09/09/1993       ,2h,Tony Scott,https://www.themoviedb.org/movie/960281
3420,Cherry Magic! THE MOVIE,40,"Adventure, Animation, Action, Science Fiction
",        08/08/2006       ,1h 13m,Bob Richardson,https://www.themoviedb.org/movie/926916
3421,Atonement,77.0,"Science Fiction, Thriller
",        03/30/2018       ,1h 37m,Lennart Ruff,https://www.themoviedb.org/movie/4347
3422,Day of the Dead: Bloodline,46.0,"Comedy, Drama
",        06/03/2021       ,1h 50m,Helena Bergström,https://www.themoviedb.org/movie/485415
3423,Her,79.0,"Science Fiction, Thriller, Mystery, Action, Adventure
",        07/13/2018       ,1h 53m,David M. Rosenthal,https://www.themoviedb.org/movie/152601
3424,The Book of Esther,60,"Drama, Action, Thriller
",        02/02/2018       ,1h 34m,Lin Oeding,https://www.themoviedb.org/movie/199153
3425,The 15:17 to Paris,54.0,"Science Fiction, Action, Crime, Thriller, Drama
",        07/02/2020       ,1h 39m,Jeff Chan,https://www.themoviedb.org/movie/453201
3426,The Shallows,64.0,"Science Fiction, Animation, Action, Adventure
",        07/08/2008       ,1h 15m,Toshiyuki Kubooka,https://www.themoviedb.org/movie/332567
3427,Slumdog Millionaire,77.0,"Adventure, Comedy, Family, Romance
",        07/15/1997       ,1h 33m,Sam Weisman,https://www.themoviedb.org/movie/12405
3428,Teen Titans: Trouble in Tokyo,78.0,"Comedy, Romance
",        08/03/2017       ,1h 44m,Naphat Jitweerapat,https://www.themoviedb.org/movie/16237
3429,The Machinist,75.0,"Fantasy
",        03/11/2018       ,Not Define,薛凌,https://www.themoviedb.org/movie/4553
3430,Gerald's Game,64.0,"Drama
",        09/16/2021       ,1h 50m,Tatiana Huezo,https://www.themoviedb.org/movie/343674
3431,Hot Bot,43.0,"Comedy
",        12/10/1999       ,1h 28m,Mike Mitchell,https://www.themoviedb.org/movie/385317
3432,Going in Style,67.0,"Crime, Drama
",        05/11/2022       ,1h 25m,Lauri Nurkse,https://www.themoviedb.org/movie/353070
3433,The Vatican Tapes,52.0,"Horror, Thriller, Mystery
",        08/23/2013       ,1h 35m,Adam Wingard,https://www.themoviedb.org/movie/157544
3434,The Lord of the Rings,66.0,"Drama, Comedy
",        06/29/2012       ,1h 50m,Steven Soderbergh,https://www.themoviedb.org/movie/123
3435,Vacancy,62.0,"Action, Thriller, Crime
",        03/04/2022       ,1h 41m,Wes Miller,https://www.themoviedb.org/movie/10294
3436,Monster-in-Law,62.0,"Action, Thriller, Crime
",        06/19/2008       ,1h 50m,Timur Bekmambetov,https://www.themoviedb.org/movie/4379
3437,Trade,69.0,"Comedy
",        08/12/2005       ,1h 23m,Mike Bigelow,https://www.themoviedb.org/movie/4170
3438,Dawn of the Dead,75.0,"Action, Adventure
",        07/16/1998       ,2h 16m,Martin Campbell,https://www.themoviedb.org/movie/923
3439,Monster High: Scaris City of Frights,76.0,"Family, Animation, Music
",        05/03/2019       ,1h 27m,Kelly Asbury,https://www.themoviedb.org/movie/192911
3440,Seduction,59.0,"Adventure, War, History, Action
",        07/07/2004       ,2h 6m,Antoine Fuqua,https://www.themoviedb.org/movie/80601
3441,Lettre à l'enfant que tu nous as donné,0,"Fantasy, Comedy, Family
",        06/09/2007       ,1h 36m,Tom Shadyac,https://www.themoviedb.org/movie/966633
3442,The Condemned 2,52.0,"Drama, Thriller
",        05/24/2002       ,1h 54m,Michael Apted,https://www.themoviedb.org/movie/353610
3443,Iron Man & Captain America: Heroes United,63.0,"Comedy, Family
",        03/06/2012       ,1h 30m,Alex Zamm,https://www.themoviedb.org/movie/284274
3444,Black and Blue,67.0,"Drama
",        05/12/2022       ,Not Define,Beata Parkanová,https://www.themoviedb.org/movie/578189
3445,Lemony Snicket's A Series of Unfortunate Events,68.0,"Science Fiction, Comedy, Crime
",        05/02/1997       ,1h 34m,Jay Roach,https://www.themoviedb.org/movie/11774
3446,Ultimate Avengers: The Movie,68.0,"Action, Animation, Comedy
",        03/05/2005       ,1h 32m,Mamoru Hosoda,https://www.themoviedb.org/movie/14609
3447,어부바,0,"Fantasy, Drama, Thriller, Romance
",        09/29/2006       ,1h 50m,Neil Burger,https://www.themoviedb.org/movie/959249
3448,The Girl Who Leapt Through Time,78.0,"Comedy, Drama, Romance
",        01/28/2000       ,1h 31m,Tinto Brass,https://www.themoviedb.org/movie/14069
3449,What Dreams May Come,72.0,"Fantasy, Drama
",        03/20/2015       ,1h 55m,Jon Gunn,https://www.themoviedb.org/movie/12159
3450,The Finest Hours,66.0,"Action, Thriller, Crime
",        03/04/2017       ,1h 27m,Alain Desrochers,https://www.themoviedb.org/movie/300673
3451,Witching & Bitching,63.0,"Action, Adventure, Comedy, Drama, Western
",        05/20/1994       ,2h 7m,Richard Donner,https://www.themoviedb.org/movie/179538
3452,Mr. Deeds,58.0,"Horror, Animation, Comedy
",        04/30/2015       ,1h 21m,Samuel Ortí Martí,https://www.themoviedb.org/movie/2022
3453,Halloween II,54.0,"Documentary
",        01/10/2010       ,42m,Morgan Spurlock,https://www.themoviedb.org/movie/24150
3454,Paranormal Activity 4,54.0,"Drama, History, Romance
",        02/01/1980       ,2h 36m,Tinto Brass,https://www.themoviedb.org/movie/82990
3455,Paper Lives,81.0,"Comedy, Drama
",        09/30/2011       ,1h 40m,Jonathan Levine,https://www.themoviedb.org/movie/785534
3456,Mower Minions,66.0,"Drama
",        12/11/1992       ,2h 18m,Rob Reiner,https://www.themoviedb.org/movie/403052
3457,Flightplan,64.0,"Science Fiction, Crime, Animation, Mystery, Action
",        07/20/2019       ,1h 22m,Justin Copeland,https://www.themoviedb.org/movie/9315
3458,A Goofy Movie,69.0,"Drama
",        12/02/2011       ,1h 42m,Steve McQueen,https://www.themoviedb.org/movie/15789
3459,Click,62.0,"Drama, Crime, Thriller
",        11/22/2017       ,2h 2m,Dan Gilroy,https://www.themoviedb.org/movie/9339
3460,A Perfect Fit,74.0,"Action, Crime, Drama, Thriller
",        10/26/1983       ,1h 40m,Jacques Deray,https://www.themoviedb.org/movie/800669
3461,If I Stay,74.0,"Romance, Drama, Family
",        03/09/2007       ,1h 54m,Michael O. Sajbel,https://www.themoviedb.org/movie/249164
3462,Kimetsu no Yaiba Orchestra Concert,20,"Documentary
",        09/06/2014       ,1h 33m,Álex de la Iglesia,https://www.themoviedb.org/movie/874960
3463,Project Gemini,53.0,"War
",        10/01/2019       ,1h 43m,Don Michael Paul,https://www.themoviedb.org/movie/575322
3464,Mercury Rising,62.0,"Comedy, Romance
",        09/24/2010       ,1h 45m,Andy Fickman,https://www.themoviedb.org/movie/8838
3465,Spooks: The Greater Good,60,"Action, Thriller, Crime
",        02/18/2009       ,1h 41m,Patrick Alessandrin,https://www.themoviedb.org/movie/292040
3466,Return of the Living Dead III,67.0,"Action, Drama, Family, Adventure
",        08/12/1994       ,1h 47m,Christopher Cain,https://www.themoviedb.org/movie/28260
3467,The Invasion,60,"War, Drama, Action
",        02/10/2012       ,2h 26m,Steven Spielberg,https://www.themoviedb.org/movie/4858
3468,Run,74.0,"Drama, Science Fiction, Adventure
",        06/29/2001       ,2h 26m,Steven Spielberg,https://www.themoviedb.org/movie/546121
3469,From Dusk Till Dawn,70,"Horror
",        08/28/1992       ,1h 40m,Mary Lambert,https://www.themoviedb.org/movie/755
3470,Traffik,62.0,"Family, Documentary
",        05/12/2022       ,Not Define,Markus Dietrich,https://www.themoviedb.org/movie/473149
3471,Outbreak,65.0,"Thriller, Mystery, Drama
",        08/31/2018       ,1h 42m,Aneesh Chaganty,https://www.themoviedb.org/movie/6950
3472,Project Power,65.0,"Comedy, Drama, Animation
",        09/16/2021       ,Not Define,Enrique Cruz,https://www.themoviedb.org/movie/605116
3473,Fist & Furious,74.0,"Comedy, Horror
",        09/19/2014       ,1h 42m,Kevin Smith,https://www.themoviedb.org/movie/607836
3474,Twitches,68.0,"Family, Animation, Comedy
",        07/27/2017       ,1h 32m,Ben Stassen,https://www.themoviedb.org/movie/21481
3475,MouseHunt,65.0,"Action, Science Fiction, Adventure
",        02/07/2017       ,1h 21m,Robert Dyke,https://www.themoviedb.org/movie/6283
3476,The Bourne Ultimatum,74.0,"Action, Adventure, Animation, Comedy, Family
",        02/08/2019       ,1h 46m,Mike Mitchell,https://www.themoviedb.org/movie/2503
3477,In the Heart of the Sea,67.0,"Family, Drama, Music
",        11/21/2007       ,1h 54m,Kirsten Sheridan,https://www.themoviedb.org/movie/205775
3478,In the Shadow of the Moon,61.0,"Thriller, Drama
",        05/13/2022       ,1h 27m,Chadd Harbold,https://www.themoviedb.org/movie/530382
3479,Doraemon: Nobita's Dorabian Nights,71.0,"Action, Comedy
",        10/24/2020       ,1h 39m,Jo Ba-reun,https://www.themoviedb.org/movie/188403
3480,Private Lessons,57.0,"Science Fiction, Animation, Action
",        04/04/2017       ,1h 24m,Sam Liu,https://www.themoviedb.org/movie/41280
3481,Honey 2,63.0,"Romance
",        08/22/2018       ,1h 50m,Lee Seok-geun,https://www.themoviedb.org/movie/63710
3482,Row 19,58.0,"Horror, Thriller
",        11/03/1976       ,1h 38m,Brian De Palma,https://www.themoviedb.org/movie/659384
3483,The Wild Thornberrys Movie,65.0,"Fantasy, Drama, Comedy, Family
",        12/14/1995       ,1h 31m,Chris Noonan,https://www.themoviedb.org/movie/14317
3484,Bad Genius,80,"Drama, Romance
",        11/01/1996       ,2h,Baz Luhrmann,https://www.themoviedb.org/movie/455714
3485,Ботан и супербаба,0,"Adventure, Comedy, Science Fiction
",        05/25/1990       ,1h 59m,"Robert ZemeckisCharacters, ",https://www.themoviedb.org/movie/741093
3486,A View to a Kill,61.0,"Action, Comedy, Thriller, Crime
",        10/06/2004       ,1h 37m,Tim Story,https://www.themoviedb.org/movie/707
3487,Lord of War,73.0,"Animation, Science Fiction, Family
",        08/10/2007       ,1h 11m,Sebastian Montes,https://www.themoviedb.org/movie/1830
3488,Open Season,61.0,"Action, Thriller
",        09/19/2016       ,1h 44m,Roel Reiné,https://www.themoviedb.org/movie/7484
3489,The Messengers,57.0,"Horror, Thriller
",        04/17/2018       ,1h 21m,James Rewucki,https://www.themoviedb.org/movie/9966
3490,One Piece: Strong World Episode 0,73.0,"Comedy, Fantasy, Adventure
",        07/16/2015       ,1h 58m,Raman Hui,https://www.themoviedb.org/movie/270413
3491,Marusya Foreva!,0,"Animation
",        10/20/2013       ,6m,Elliot M. Bour,https://www.themoviedb.org/movie/820007
3492,Mixtape,71.0,"Action, Horror
",        04/25/2015       ,1h 32m,A.B. Stone,https://www.themoviedb.org/movie/32471
3493,Monster High: Why Do Ghouls Fall in Love?,79.0,"Comedy, Family, Adventure, Animation
",        07/21/2006       ,1h 22m,Tim Hill,https://www.themoviedb.org/movie/167313
3494,The Card Counter,63.0,"Animation, Family, Comedy, Science Fiction, Adventure
",        08/08/2000       ,1h 10m,Tad Stones,https://www.themoviedb.org/movie/643532
3495,Doctor Strange Love,0,"Comedy, Drama
",        10/27/2011       ,2h,Bruce Robinson,https://www.themoviedb.org/movie/809046
